District_code,District_name,Week,Learning_Modality,Operational_Schools,Student_Count,City,State,ZIP_Code
2506270,Holyoke,2022 Dec 25 12:00:00 AM,In Person,12,"5,350",Holyoke,MA,01040
2506330,Hopkinton,2022 Dec 25 12:00:00 AM,In Person,6,"3,862",Hopkinton,MA,01748
2506420,Hull,2022 Dec 25 12:00:00 AM,In Person,3,854,Hull,MA,02045
2506480,Ipswich,2022 Dec 25 12:00:00 AM,In Person,4,"1,679",Ipswich,MA,01938
2506540,Kingston,2022 Dec 25 12:00:00 AM,In Person,2,"1,065",Kingston,MA,02364
2511010,Southbridge,2022 Dec 25 12:00:00 AM,In Person,6,"1,907",Southbridge,MA,01550
2511040,Southern Berkshire,2022 Dec 25 12:00:00 AM,In Person,4,675,Sheffield,MA,01257
2511050,Southern Worcester County Regional Vocational Technical,2022 Dec 25 12:00:00 AM,In Person,1,"1,145",Charlton,MA,01507
2511060,South Middlesex Regional Vocational Technical,2022 Dec 25 12:00:00 AM,In Person,1,799,Framingham,MA,01702
2511130,Springfield,2022 Dec 25 12:00:00 AM,In Person,65,"25,007",Springfield,MA,01103
2511250,Stoughton,2022 Dec 25 12:00:00 AM,In Person,8,"3,492",Stoughton,MA,02072
2511340,Sudbury,2022 Dec 25 12:00:00 AM,In Person,5,"2,667",Sudbury,MA,01776
2511400,Sutton,2022 Dec 25 12:00:00 AM,In Person,4,"1,357",Sutton,MA,01590
2511460,Swansea,2022 Dec 25 12:00:00 AM,In Person,6,"2,103",Swansea,MA,02777
2511520,Taunton,2022 Dec 25 12:00:00 AM,In Person,12,"8,036",Taunton,MA,02780
2511580,Tewksbury,2022 Dec 25 12:00:00 AM,In Person,7,"3,348",Tewksbury,MA,01876
2511730,Truro,2022 Dec 25 12:00:00 AM,In Person,1,113,Truro,MA,02666
2511740,Triton,2022 Dec 25 12:00:00 AM,In Person,5,"2,354",Byfield,MA,01922
2511800,Upper Cape Cod Regional Vocational Technical,2022 Dec 25 12:00:00 AM,In Person,1,706,Bourne,MA,02532
2511850,Uxbridge,2022 Dec 25 12:00:00 AM,In Person,4,"1,718",Uxbridge,MA,01569
2511880,Wachusett,2022 Dec 25 12:00:00 AM,In Person,13,"7,010",Jefferson,MA,01522
2511910,Wakefield,2022 Dec 25 12:00:00 AM,In Person,7,"3,485",Wakefield,MA,01880
2511940,Wales,2022 Dec 25 12:00:00 AM,In Person,1,145,Fiskdale,MA,01518
2511970,Walpole,2022 Dec 25 12:00:00 AM,In Person,8,"3,679",Walpole,MA,02081
2512000,Waltham,2022 Dec 25 12:00:00 AM,In Person,10,"5,738",Waltham,MA,02452
2600255,Advanced Technology Academy,2022 Dec 25 12:00:00 AM,In Person,1,"1,273",DEARBORN,MI,48126
2600264,State Street Academy,2022 Dec 25 12:00:00 AM,In Person,1,146,BAY CITY,MI,48706
2600269,Presque Isle Academy,2022 Dec 25 12:00:00 AM,In Person,1,27,Onaway,MI,49765
2600270,Creative Montessori Academy,2022 Dec 25 12:00:00 AM,In Person,1,800,SOUTHGATE,MI,48195
2600273,Arts Academy in the Woods,2022 Dec 25 12:00:00 AM,In Person,1,322,FRASER,MI,48026
2600274,Outlook Academy,2022 Dec 25 12:00:00 AM,In Person,2,49,Allegan,MI,49010
2600281,Merritt Academy,2022 Dec 25 12:00:00 AM,In Person,1,550,NEW HAVEN,MI,48048
2600285,Ojibwe Charter School,2022 Dec 25 12:00:00 AM,In Person,1,114,BRIMLEY,MI,49715
2600286,Richfield Public School Academy,2022 Dec 25 12:00:00 AM,In Person,2,648,FLINT,MI,48506
2600288,Three Oaks Public School Academy,2022 Dec 25 12:00:00 AM,In Person,1,368,MUSKEGON,MI,49442
2600291,Riverside Academy,2022 Dec 25 12:00:00 AM,In Person,3,962,Dearborn,MI,48126
2600295,Crescent Academy,2022 Dec 25 12:00:00 AM,In Person,3,895,SOUTHFIELD,MI,48076
2600301,Frontier International Academy,2022 Dec 25 12:00:00 AM,In Person,2,832,Detroit,MI,48212
2600305,Hanley International Academy,2022 Dec 25 12:00:00 AM,In Person,1,652,Hamtramck,MI,48212
2600306,Bridge Academy,2022 Dec 25 12:00:00 AM,In Person,3,874,HAMTRAMCK,MI,48212
2600308,Academy of Warren,2022 Dec 25 12:00:00 AM,In Person,1,705,WARREN,MI,48089
2600312,American Montessori Academy,2022 Dec 25 12:00:00 AM,In Person,2,465,LIVONIA,MI,48154
2600316,St. Clair County Intervention Academy,2022 Dec 25 12:00:00 AM,In Person,1,76,PORT HURON,MI,48060
2600317,Madison Academy,2022 Dec 25 12:00:00 AM,In Person,2,450,FLINT,MI,48507
2600322,Covenant House Academy Detroit,2022 Dec 25 12:00:00 AM,Hybrid,3,497,DETROIT,MI,48216
2604800,Bentley Community School District,2022 Dec 25 12:00:00 AM,In Person,4,832,BURTON,MI,48509
2604830,Benton Harbor Area Schools,2022 Dec 25 12:00:00 AM,In Person,6,"1,776",BENTON HARBOR,MI,49022
2604950,Benzie County Central Schools,2022 Dec 25 12:00:00 AM,In Person,6,"1,353",BENZONIA,MI,49616
2605010,Berkley School District,2022 Dec 25 12:00:00 AM,In Person,7,"4,282",OAK PARK,MI,48237
2605100,Berlin Township S/D #3,2022 Dec 25 12:00:00 AM,In Person,1,9,IONIA,MI,48846
2605430,Berrien Springs Public Schools,2022 Dec 25 12:00:00 AM,In Person,21,"3,767",BERRIEN SPRINGS,MI,49103
2605820,Birch Run Area Schools,2022 Dec 25 12:00:00 AM,In Person,4,"1,879",BIRCH RUN,MI,48415
2605850,Birmingham Public Schools,2022 Dec 25 12:00:00 AM,In Person,13,"8,005",Beverly Hills,MI,48025
2606000,Blissfield Community Schools,2022 Dec 25 12:00:00 AM,In Person,3,"1,208",BLISSFIELD,MI,49228
2606090,Bloomfield Hills Schools,2022 Dec 25 12:00:00 AM,In Person,11,"5,514",Bloomfield Hills,MI,48301
2606270,Bloomingdale Public School District,2022 Dec 25 12:00:00 AM,In Person,3,"1,177",BLOOMINGDALE,MI,49026
2606510,Boyne Falls Public School District,2022 Dec 25 12:00:00 AM,In Person,1,205,BOYNE FALLS,MI,49713
2606570,Brandon School District in the Counties of Oakland and Lapee,2022 Dec 25 12:00:00 AM,In Person,5,"2,287",ORTONVILLE,MI,48462
2606600,Brandywine Community Schools,2022 Dec 25 12:00:00 AM,In Person,5,"1,349",NILES,MI,49120
2606630,Breckenridge Community Schools,2022 Dec 25 12:00:00 AM,In Person,2,624,BRECKENRIDGE,MI,48615
2606720,Breitung Township School District,2022 Dec 25 12:00:00 AM,In Person,3,"1,910",KINGSFORD,MI,49802
2606780,Bridgeport-Spaulding Community School District,2022 Dec 25 12:00:00 AM,In Person,4,"1,512",Bridgeport,MI,48722
2606870,Brighton Area Schools,2022 Dec 25 12:00:00 AM,In Person,9,"5,973",BRIGHTON,MI,48116
2606960,Bronson Community School District,2022 Dec 25 12:00:00 AM,In Person,3,"1,074",Bronson,MI,49028
2606990,Columbia School District,2022 Dec 25 12:00:00 AM,In Person,4,"1,513",BROOKLYN,MI,49230
2614520,Flint School District of the City of,2022 Dec 25 12:00:00 AM,In Person,13,"3,748",FLINT,MI,48503
2614550,Flushing Community Schools,2022 Dec 25 12:00:00 AM,In Person,8,"4,222",FLUSHING,MI,48433
2614570,Forest Area Community Schools,2022 Dec 25 12:00:00 AM,In Person,3,506,FIFE LAKE,MI,49633
2614610,Forest Hills Public Schools,2022 Dec 25 12:00:00 AM,In Person,18,"9,726",GRAND RAPIDS,MI,49546
2614700,Fowler Public Schools,2022 Dec 25 12:00:00 AM,In Person,2,466,FOWLER,MI,48835
2614730,Fowlerville Community Schools,2022 Dec 25 12:00:00 AM,In Person,5,"2,718",FOWLERVILLE,MI,48836
2614760,Frankenmuth School District,2022 Dec 25 12:00:00 AM,In Person,3,"1,364",FRANKENMUTH,MI,48734
2614790,Frankfort-Elberta Area Schools,2022 Dec 25 12:00:00 AM,In Person,2,472,FRANKFORT,MI,49635
2614820,Fraser Public Schools,2022 Dec 25 12:00:00 AM,In Person,9,"4,851",FRASER,MI,48026
2615060,Freeland Community School District,2022 Dec 25 12:00:00 AM,In Person,3,"2,015",FREELAND,MI,48623
2615390,Fruitport Community Schools,2022 Dec 25 12:00:00 AM,In Person,7,"2,667",FRUITPORT,MI,49415
2615510,Glenn Public School District,2022 Dec 25 12:00:00 AM,In Person,1,39,GLENN,MI,49416
2615540,Garden City Public Schools,2022 Dec 25 12:00:00 AM,In Person,8,"3,595",GARDEN CITY,MI,48135
2615600,Engadine Consolidated Schools,2022 Dec 25 12:00:00 AM,In Person,2,344,ENGADINE,MI,49827
2615730,Gaylord Community Schools,2022 Dec 25 12:00:00 AM,In Person,5,"2,975",GAYLORD,MI,49735
2615830,Roscommon Area Public Schools,2022 Dec 25 12:00:00 AM,In Person,3,869,ROSCOMMON,MI,48653
2615870,Gibraltar School District,2022 Dec 25 12:00:00 AM,In Person,7,"3,656",WOODHAVEN,MI,48183
2615970,Gladstone Area Schools,2022 Dec 25 12:00:00 AM,In Person,4,"1,548",GLADSTONE,MI,49837
2615990,Gladwin Community Schools,2022 Dec 25 12:00:00 AM,In Person,5,"1,613",GLADWIN,MI,48624
2616020,Glen Lake Community Schools,2022 Dec 25 12:00:00 AM,In Person,1,669,MAPLE CITY,MI,49664
2622320,Madison School District (Lenawee),2022 Dec 25 12:00:00 AM,In Person,3,"1,637",ADRIAN,MI,49221
2622380,Manchester Community Schools,2022 Dec 25 12:00:00 AM,In Person,3,871,MANCHESTER,MI,48158
2622470,Manistique Area Schools,2022 Dec 25 12:00:00 AM,In Person,3,773,MANISTIQUE,MI,49854
2622500,Manton Consolidated Schools,2022 Dec 25 12:00:00 AM,In Person,3,955,MANTON,MI,49663
2622620,Maple Valley Schools,2022 Dec 25 12:00:00 AM,In Person,4,970,VERMONTVILLE,MI,49096
2622740,Marcellus Community Schools,2022 Dec 25 12:00:00 AM,In Person,3,696,MARCELLUS,MI,49067
2622800,Marion Public Schools,2022 Dec 25 12:00:00 AM,In Person,2,409,MARION,MI,49665
2622860,Marlette Community Schools,2022 Dec 25 12:00:00 AM,In Person,2,785,MARLETTE,MI,48453
2622970,Marshall Public Schools,2022 Dec 25 12:00:00 AM,In Person,8,"2,797",MARSHALL,MI,49068
2622980,Martin Public Schools,2022 Dec 25 12:00:00 AM,In Person,2,591,MARTIN,MI,49070
2623040,Marysville Public Schools,2022 Dec 25 12:00:00 AM,In Person,5,"2,837",MARYSVILLE,MI,48040
2623070,Mason Public Schools (Ingham),2022 Dec 25 12:00:00 AM,In Person,6,"3,251",MASON,MI,48854
2623100,Mason Consolidated Schools (Monroe),2022 Dec 25 12:00:00 AM,In Person,4,"1,049",ERIE,MI,48133
2623130,Mason County Central Schools,2022 Dec 25 12:00:00 AM,In Person,5,"1,351",SCOTTVILLE,MI,49454
2623250,Mattawan Consolidated School,2022 Dec 25 12:00:00 AM,In Person,4,"3,786",MATTAWAN,MI,49071
2623310,McBain Rural Agricultural Schools,2022 Dec 25 12:00:00 AM,In Person,3,"1,065",MC BAIN,MI,49657
2623460,Melvindale-North Allen Park Schools,2022 Dec 25 12:00:00 AM,In Person,4,"3,061",MELVINDALE,MI,48122
2623490,Memphis Community Schools,2022 Dec 25 12:00:00 AM,In Person,2,821,MEMPHIS,MI,48041
2623550,Menominee Area Public Schools,2022 Dec 25 12:00:00 AM,In Person,4,"1,261",MENOMINEE,MI,49858
2623580,Meridian Public Schools,2022 Dec 25 12:00:00 AM,In Person,3,"1,343",SANFORD,MI,48657
2630660,Saline Area Schools,2022 Dec 25 12:00:00 AM,In Person,8,"5,190",SALINE,MI,48176
2630780,Sand Creek Community Schools,2022 Dec 25 12:00:00 AM,In Person,2,832,SAND CREEK,MI,49279
2630930,Saranac Community Schools,2022 Dec 25 12:00:00 AM,In Person,2,910,SARANAC,MI,48881
2630960,Saugatuck Public Schools,2022 Dec 25 12:00:00 AM,In Person,3,807,DOUGLAS,MI,49406
2630990,Sault Ste. Marie Area Schools,2022 Dec 25 12:00:00 AM,In Person,6,"1,968",SAULT SAINTE MARIE,MI,49783
2631020,Schoolcraft Community Schools,2022 Dec 25 12:00:00 AM,In Person,3,"1,068",Schoolcraft,MI,49087
2631320,Shelby Public Schools,2022 Dec 25 12:00:00 AM,In Person,4,"1,246",SHELBY,MI,49455
2631380,Shepherd Public Schools,2022 Dec 25 12:00:00 AM,In Person,5,"1,764",SHEPHERD,MI,48883
2632070,Sodus Township S/D #5,2022 Dec 25 12:00:00 AM,In Person,1,81,SODUS,MI,49126
2632250,South Lyon Community Schools,2022 Dec 25 12:00:00 AM,In Person,13,"8,820",SOUTH LYON,MI,48178
2632280,South Redford School District,2022 Dec 25 12:00:00 AM,In Person,7,"3,118",REDFORD,MI,48239
2632300,South Haven Public Schools,2022 Dec 25 12:00:00 AM,In Person,6,"1,905",SOUTH HAVEN,MI,49090
2632310,Southfield Public School District,2022 Dec 25 12:00:00 AM,In Person,14,"5,579",SOUTHFIELD,MI,48033
2632340,Southgate Community School District,2022 Dec 25 12:00:00 AM,In Person,8,"3,451",SOUTHGATE,MI,48195
2632370,Sparta Area Schools,2022 Dec 25 12:00:00 AM,In Person,4,"2,474",SPARTA,MI,49345
2632550,Spring Lake Public Schools,2022 Dec 25 12:00:00 AM,In Person,6,"2,474",SPRING LAKE,MI,49456
2632610,Springport Public Schools,2022 Dec 25 12:00:00 AM,In Person,3,"1,016",SPRINGPORT,MI,49284
2632640,St. Charles Community Schools,2022 Dec 25 12:00:00 AM,In Person,3,887,SAINT CHARLES,MI,48655
2632670,Lake Shore Public Schools (Macomb),2022 Dec 25 12:00:00 AM,In Person,6,"3,467",SAINT CLAIR SHORES,MI,48081
2632820,St. Johns Public Schools,2022 Dec 25 12:00:00 AM,In Person,7,"2,796",SAINT JOHNS,MI,48879
2700110,CEDAR MOUNTAIN SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,427,MORGAN,MN,56266
2700115,COMMUNITY OF PEACE ACADEMY,2022 Dec 25 12:00:00 AM,In Person,3,781,SAINT PAUL,MN,55130
2700117,Minnesota Transitions Charter Sch,2022 Dec 25 12:00:00 AM,In Person,8,"3,593",BLOOMINGTON,MN,55425
2700123,HOWARD LAKE-WAVERLY-WINSTED,2022 Dec 25 12:00:00 AM,In Person,7,"1,282",HOWARD LAKE,MN,55349
2700124,FAIRMONT AREA SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,"1,786",FAIRMONT,MN,56031
2700125,LAC QUI PARLE VALLEY SCHOOL DIST.,2022 Dec 25 12:00:00 AM,In Person,4,814,MADISON,MN,56256
2700127,STEPHEN-ARGYLE CENTRAL SCHOOLS,2022 Dec 25 12:00:00 AM,In Person,2,290,STEPHEN,MN,56757
2700130,BLUE EARTH AREA PUBLIC SCHOOL,2022 Dec 25 12:00:00 AM,In Person,4,"1,056",BLUE EARTH,MN,56013
2700132,RED ROCK CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,442,LAMBERTON,MN,56152
2700133,DULUTH PUBLIC SCHOOLS ACADEMY,2022 Dec 25 12:00:00 AM,In Person,2,"1,265",DULUTH,MN,55811
2700139,E.C.H.O. CHARTER SCHOOL,2022 Dec 25 12:00:00 AM,In Person,1,60,ECHO,MN,56237
2700142,ST. PAUL CITY SCHOOL,2022 Dec 25 12:00:00 AM,In Person,3,542,SAINT PAUL,MN,55103
2700148,GLENVILLE-EMMONS SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,240,GLENVILLE,MN,56036
2700150,CLINTON-GRACEVILLE-BEARDSLEY,2022 Dec 25 12:00:00 AM,In Person,6,309,CLINTON,MN,56225
2700152,JENNINGS COMMUNITY SCHOOL,2022 Dec 25 12:00:00 AM,In Person,1,69,SAINT PAUL,MN,55114
2700156,LIFE PREP,2022 Dec 25 12:00:00 AM,In Person,1,266,SAINT PAUL,MN,55106
2700159,SOJOURNER TRUTH ACADEMY,2022 Dec 25 12:00:00 AM,In Person,1,362,MINNEAPOLIS,MN,55412
2700160,HIGH SCHOOL FOR RECORDING ARTS,2022 Dec 25 12:00:00 AM,In Person,1,329,SAINT PAUL,MN,55104
2700162,LAKE PARK AUDUBON SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,732,LAKE PARK,MN,56554
2700163,RENVILLE COUNTY WEST SCHOOL DIST.,2022 Dec 25 12:00:00 AM,In Person,2,567,RENVILLE,MN,56284
2700397,Art and Science Academy,2022 Dec 25 12:00:00 AM,In Person,2,385,ISANTI,MN,55040
2700398,Northeast College Prep,2022 Dec 25 12:00:00 AM,In Person,1,364,MINNEAPOLIS,MN,55413
2700399,Minnesota Math and Science Academy,2022 Dec 25 12:00:00 AM,In Person,3,485,SAINT PAUL,MN,55117
2700402,Career Pathways,2022 Dec 25 12:00:00 AM,In Person,1,106,SAINT PAUL,MN,55104
2700403,Jane Goodall Environmental Science,2022 Dec 25 12:00:00 AM,In Person,1,93,MAPLE LAKE,MN,55358
2700404,Success Academy,2022 Dec 25 12:00:00 AM,In Person,1,130,BLOOMINGTON,MN,55420
2700406,Minnesota Excellence in Learning Ac,2022 Dec 25 12:00:00 AM,In Person,1,221,MAPLE GROVE,MN,55311
2700410,New Century School,2022 Dec 25 12:00:00 AM,In Person,1,333,SAINT PAUL,MN,55108
2700429,Phoenix Academy Charter School,2022 Dec 25 12:00:00 AM,In Person,1,113,NORTH BRANCH,MN,55056
2700430,Athlos Academy of Saint Cloud,2022 Dec 25 12:00:00 AM,In Person,1,649,SAINT CLOUD,MN,56301
2700433,Skyline Math and Science Academy,2022 Dec 25 12:00:00 AM,In Person,1,187,MINNEAPOLIS,MN,55406
2700438,The Journey School,2022 Dec 25 12:00:00 AM,In Person,2,35,SAINT PAUL,MN,55104
2700439,SciTech Academy Charter School,2022 Dec 25 12:00:00 AM,In Person,2,227,RICHFIELD,MN,55423
2700445,Gateway STEM Academy,2022 Dec 25 12:00:00 AM,In Person,1,178,BURNSVILLE,MN,55337
2700446,Minnesota Wildflower Montessori Sch,2022 Dec 25 12:00:00 AM,In Person,3,11,MINNEAPOLIS,MN,55408
2700449,Three Rivers Montessori School,2022 Dec 25 12:00:00 AM,In Person,1,,ELK RIVER,MN,55330
2700455,Aurora Waasakone Community of Learn,2022 Dec 25 12:00:00 AM,In Person,1,74,BEMIDJI,MN,56601
2700466,Rock Ridge Public Schools,2022 Dec 25 12:00:00 AM,In Person,8,,VIRGINIA,MN,55792
2702720,SOUTHLAND PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,3,373,ADAMS,MN,55909
2702760,AITKIN PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,3,"1,172",AITKIN,MN,56431
2713170,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,11,"4,123",GRAND RAPIDS,MN,55744
2713380,HANCOCK PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,386,HANCOCK,MN,56244
2713530,HASTINGS PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,9,"4,335",HASTINGS,MN,55033
2713560,HAWLEY PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,3,981,HAWLEY,MN,56549
2713590,HAYFIELD PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,666,HAYFIELD,MN,55940
2713680,HENDRICKS PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,7,131,HENDRICKS,MN,56136
2713890,HERMAN-NORCROSS SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,100,HERMAN,MN,56248
2713920,HERMANTOWN PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,5,"2,147",HERMANTOWN,MN,55811
2713980,HIBBING PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,5,"2,333",HIBBING,MN,55746
2714010,HILL CITY PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,3,266,HILL CITY,MN,55748
2714070,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,5,"1,000",HINCKLEY,MN,55037
2714190,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,"1,090",HOLDINGFORD,MN,56340
2714220,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,12,"8,826",EDEN PRAIRIE,MN,55344
2714260,HOPKINS PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,13,"6,974",HOPKINS,MN,55305
2714280,HOUSTON PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,4,"1,694",HOUSTON,MN,55943
2714970,HUTCHINSON PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,9,"2,916",HUTCHINSON,MN,55350
2715000,INTERNATIONAL FALLS SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,973,INTERNATIONAL FALLS,MN,56649
2715030,INVER GROVE HEIGHTS SCHOOLS,2022 Dec 25 12:00:00 AM,In Person,8,"3,612",INVER GROVE HEIGHTS,MN,55076
2715510,ISLE PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,3,413,ISLE,MN,56342
2715750,JORDAN PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,4,"1,907",JORDAN,MN,55352
2732820,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,5,"4,125",SARTELL,MN,56377
2732850,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,3,"1,077",SAUK CENTRE,MN,56378
2732880,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2022 Dec 25 12:00:00 AM,In Person,7,"4,579",SAUK RAPIDS,MN,56379
2732970,SEBEKA PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,484,SEBEKA,MN,56477
2733000,SHAKOPEE PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,10,"8,203",SHAKOPEE,MN,55379
2733210,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,610,SLEEPY EYE,MN,56085
2733270,South St. Paul Public School Dist,2022 Dec 25 12:00:00 AM,In Person,6,"3,425",SOUTH SAINT PAUL,MN,55075
2733300,SPRING GROVE SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,374,SPRING GROVE,MN,55974
2733330,SPRING LAKE PARK PUBLIC SCHOOLS,2022 Dec 25 12:00:00 AM,In Person,11,"6,197",SPRING LAKE PARK,MN,55432
2733390,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,575,SPRINGFIELD,MN,56087
2733420,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2022 Dec 25 12:00:00 AM,In Person,4,"1,843",SAINT ANTHONY,MN,55418
2733450,ST. CHARLES PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,"1,003",SAINT CHARLES,MN,55972
2733480,ST. CLAIR PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,675,SAINT CLAIR,MN,56080
2733510,ST. CLOUD PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,20,"10,171",WAITE PARK,MN,56387
2733540,St. Francis Area Schools,2022 Dec 25 12:00:00 AM,In Person,12,"4,435",SAINT FRANCIS,MN,55070
2733600,ST. JAMES PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,4,"1,026",SAINT JAMES,MN,56081
2733780,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2022 Dec 25 12:00:00 AM,In Person,9,"4,736",SAINT LOUIS PARK,MN,55416
2733790,ST. MICHAEL-ALBERTVILLE SCHOOL DIST,2022 Dec 25 12:00:00 AM,In Person,9,"6,557",ALBERTVILLE,MN,55301
2733810,SOUTH WASHINGTON COUNTY SCHOOL DIST,2022 Dec 25 12:00:00 AM,In Person,27,"19,298",COTTAGE GROVE,MN,55016
2733840,ST. PAUL PUBLIC SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,100,"36,004",SAINT PAUL,MN,55102
2802400,LAMAR COUNTY SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,19,"10,718",Purvis,MS,39475
2802430,LAUDERDALE CO SCHOOL DIST,2022 Dec 25 12:00:00 AM,In Person,11,"6,179",Meridian,MS,39305
2802460,LAUREL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,8,"3,091",Laurel,MS,39440
2802490,LAWRENCE CO SCHOOL DIST,2022 Dec 25 12:00:00 AM,In Person,6,"2,027",MONTICELLO,MS,39654
2802520,LEAKE CO SCHOOL DIST,2022 Dec 25 12:00:00 AM,In Person,6,"2,775",Carthage,MS,39051
2802550,LEE COUNTY SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,14,"6,720",Tupelo,MS,38804
2802610,LELAND SCHOOL DIST,2022 Dec 25 12:00:00 AM,In Person,4,785,Leland,MS,38756
2802670,LONG BEACH SCHOOL DIST,2022 Dec 25 12:00:00 AM,In Person,5,"3,115",Long Beach,MS,39560
2802700,LOUISVILLE MUNICIPAL SCHOOL DIST,2022 Dec 25 12:00:00 AM,In Person,7,"2,728",LOUISVILLE,MS,39339
2802730,LOWNDES CO SCHOOL DIST,2022 Dec 25 12:00:00 AM,In Person,10,"5,528",COLUMBUS,MS,39701
2802790,MADISON CO SCHOOL DIST,2022 Dec 25 12:00:00 AM,In Person,23,"13,310",Ridgeland,MS,39157
2802910,MERIDIAN PUBLIC SCHOOLS,2022 Dec 25 12:00:00 AM,In Person,12,"5,143",Meridian,MS,39301
2802940,MONROE CO SCHOOL DIST,2022 Dec 25 12:00:00 AM,In Person,5,"2,224",AMORY,MS,38821
2803030,NATCHEZ-ADAMS SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,10,"3,104",Natchez,MS,39120
2803060,NESHOBA COUNTY SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,3,"3,261",Philadelphia,MS,39350
2803090,NETTLETON SCHOOL DIST,2022 Dec 25 12:00:00 AM,In Person,3,"1,269",Nettleton,MS,38858
2803120,NEW ALBANY PUBLIC SCHOOLS,2022 Dec 25 12:00:00 AM,In Person,5,"2,187",New Albany,MS,38652
2803150,NEWTON COUNTY SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,4,"1,738",Decatur,MS,39327
2803180,NEWTON MUNICIPAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,4,899,Newton,MS,39345
2803210,NORTH PANOLA SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,6,"1,405",SARDIS,MS,38666
2905580,BOONVILLE R-I,2022 Dec 25 12:00:00 AM,In Person,5,"1,591",BOONVILLE,MO,65233
2905610,BOSWORTH R-V,2022 Dec 25 12:00:00 AM,In Person,2,54,BOSWORTH,MO,64623
2905660,BOWLING GREEN R-I,2022 Dec 25 12:00:00 AM,In Person,4,"1,410",BOWLING GREEN,MO,63334
2905700,BRADLEYVILLE R-I,2022 Dec 25 12:00:00 AM,In Person,2,227,Bradleyville,MO,65614
2905760,BRANSON R-IV,2022 Dec 25 12:00:00 AM,In Person,7,"4,788",BRANSON,MO,65616
