District_code,District_name,Week,Learning_Modality,Operational_Schools,Student_Count,City,State,ZIP_Code
3614400,HIGHLAND CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,3,"1,699",HIGHLAND,NY,12528
3614430,HIGHLAND FALLS CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,3,"1,068",HIGHLAND FALLS,NY,10928
3614460,HILTON CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,5,"4,442",HILTON,NY,14468
3614490,HINSDALE CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,1,424,HINSDALE,NY,14743
3614610,HOLLEY CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,991,HOLLEY,NY,14470
3614670,HONEOYE CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,612,HONEOYE,NY,14471
3619260,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,716,MIDDLEBURGH,NY,12122
3619320,MIDDLETOWN CITY SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,6,"7,656",MIDDLETOWN,NY,10940
3619380,MILLBROOK CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,4,926,MILLBROOK,NY,12545
3619410,MILLER PLACE UNION FREE SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,4,"2,535",MILLER PLACE,NY,11764
3619530,MINERVA CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,1,104,OLMSTEDVILLE,NY,12857
3619560,MINISINK VALLEY CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,5,"3,625",SLATE HILL,NY,10973
3619650,MONROE-WOODBURY CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,7,"6,824",CENTRAL VALLEY,NY,10917
3619680,VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY),2022 Dec 25 12:00:00 AM,In Person,6,"4,241",MONTGOMERY,NY,12549
3619710,MONTAUK UNION FREE SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,1,314,MONTAUK,NY,11954
3619740,MONTICELLO CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,5,"2,928",MONTICELLO,NY,12701
3619830,MORIAH CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,717,PORT HENRY,NY,12974
3619890,MORRISTOWN CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,1,341,MORRISTOWN,NY,13664
3619920,MORRISVILLE-EATON CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,636,MORRISVILLE,NY,13408
3619950,BEDFORD CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,7,"3,904",BEDFORD,NY,10506
3620010,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,572,MOUNT MORRIS,NY,14510
3620040,MOUNT SINAI UNION FREE SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,3,"2,214",MOUNT SINAI,NY,11766
3620100,MOUNT VERNON SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,16,"7,751",MOUNT VERNON,NY,10553
3620160,MOUNT PLEASANT CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,4,"1,923",THORNWOOD,NY,10594
3620170,MOUNT PLEASANT-BLYTHEDALE UNION FREE SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,1,126,VALHALLA,NY,10595
3620220,NAPLES CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,646,NAPLES,NY,14512
3624360,REMSEN CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,431,REMSEN,NY,13438
3624420,REMSENBURG-SPEONK UNION FREE SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,1,133,REMSENBURG,NY,11960
3624570,RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,437,RICHFIELD SPRINGS,NY,13439
3624630,BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,3,"1,387",RYE BROOK,NY,10573
3624660,RIPLEY CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,1,172,RIPLEY,NY,14775
3624690,RIVERHEAD CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,7,"5,955",RIVERHEAD,NY,11901
3624750,ROCHESTER CITY SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,47,"26,924",ROCHESTER,NY,14614
3624780,ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,7,"3,578",ROCKVILLE CENTRE,NY,11570
3624900,ROME CITY SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,10,"5,541",ROME,NY,13440
3624930,ROMULUS CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,1,491,ROMULUS,NY,14541
3624990,ROOSEVELT UNION FREE SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,5,"3,588",ROOSEVELT,NY,11575
3625020,ROSCOE CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,1,236,ROSCOE,NY,12776
3625050,ROSLYN UNION FREE SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,5,"3,218",ROSLYN,NY,11576
3625110,ROXBURY CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,1,256,ROXBURY,NY,12474
3625140,ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,3,"1,322",MIDDLEPORT,NY,14105
3625170,RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,9,"5,610",HENRIETTA,NY,14467
3625260,RYE CITY SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,5,"3,248",RYE,NY,10580
3625290,RYE NECK UNION FREE SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,4,"1,598",MAMARONECK,NY,10543
3625320,FLORIDA UNION FREE SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,825,FLORIDA,NY,10921
3625350,SACHEM CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,15,"12,484",LAKE RONKONKOMA,NY,11779
3624360,REMSEN CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,"10,836",HOPEWELL JUNCTION,NY,12533
3629910,WARRENSBURG CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,706,WARRENSBURG,NY,12885
3629940,WARSAW CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,3,901,WARSAW,NY,14569
3629970,WARWICK VALLEY CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,4,"3,657",WARWICK,NY,10990
3630030,WASHINGTONVILLE CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,5,"3,976",WASHINGTONVILLE,NY,10992
3630120,WATERTOWN CITY SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,8,"4,005",WATERTOWN,NY,13601
3630160,WATERVILLE CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,780,WATERVILLE,NY,13480
3630210,WATERVLIET CITY SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,"1,371",WATERVLIET,NY,12189
3630240,WATKINS GLEN CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,"1,050",WATKINS GLEN,NY,14891
3630270,WAVERLY CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,4,"1,530",WAVERLY,NY,14892
3630330,WAYNE CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,4,"2,132",ONTARIO CENTER,NY,14520
3630360,WEBSTER CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,11,"8,407",WEBSTER,NY,14580
3630390,NORTHEAST CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,3,663,AMENIA,NY,12501
3630420,WEEDSPORT CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,767,WEEDSPORT,NY,13166
3630480,WELLSVILLE CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,"1,189",WELLSVILLE,NY,14895
3630540,WEST BABYLON UNION FREE SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,7,"3,786",WEST BABYLON,NY,11704
3630600,WEST CANADA VALLEY CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,680,NEWPORT,NY,13416
3630630,WEST GENESEE CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,7,"4,544",CAMILLUS,NY,13031
3630660,WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,5,"1,795",WEST HEMPSTEAD,NY,11552
3630690,WEST ISLIP UNION FREE SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,7,"4,153",WEST ISLIP,NY,11795
3700323,North East Carolina Preparatory School,2022 Dec 25 12:00:00 AM,In Person,1,980,Tarboro,NC,27886
3700324,Triangle Math and Science Academy,2022 Dec 25 12:00:00 AM,In Person,1,900,Cary,NC,27511
3700325,The College Preparatory and Leadership A,2022 Dec 25 12:00:00 AM,In Person,1,771,Jamestown,NC,27282
3700326,Research Triangle High School,2022 Dec 25 12:00:00 AM,In Person,1,561,Durham,NC,27709
3700330,Beaufort County Schools,2022 Dec 25 12:00:00 AM,In Person,14,"6,467",Washington,NC,27889
3700334,Uwharrie Charter Academy,2022 Dec 25 12:00:00 AM,In Person,1,"1,711",Asheboro,NC,27205
3700338,Oxford Preparatory School,2022 Dec 25 12:00:00 AM,In Person,1,507,Oxford,NC,27565
3700339,Eastside STREAM Academy,2022 Dec 25 12:00:00 AM,In Person,1,116,Charlotte,NC,28215
3700340,Douglass Academy,2022 Dec 25 12:00:00 AM,In Person,1,125,Wilmington,NC,28401
3700341,Willow Oak Montessori,2022 Dec 25 12:00:00 AM,In Person,1,216,Pittsboro,NC,27312
3700346,Southeastern Academy,2022 Dec 25 12:00:00 AM,In Person,1,218,Lumberton,NC,28358
3700349,Thomas Academy,2022 Dec 25 12:00:00 AM,In Person,1,86,Lake Waccamaw,NC,28450
3700354,The Expedition School,2022 Dec 25 12:00:00 AM,In Person,1,359,Hillsborough,NC,27278
3700356,Bradford Preparatory School,2022 Dec 25 12:00:00 AM,In Person,1,"1,445",Charlotte,NC,28262
3700358,Cardinal Charter,2022 Dec 25 12:00:00 AM,In Person,1,922,Cary,NC,27513
3700360,Bertie County Schools,2022 Dec 25 12:00:00 AM,In Person,7,"2,080",Windsor,NC,27983
3700361,The Franklin School of Innovation,2022 Dec 25 12:00:00 AM,In Person,1,568,Asheville,NC,28806
3700362,Envision Science Academy,2022 Dec 25 12:00:00 AM,In Person,1,726,Wake Forest,NC,27587
3700369,Invest Collegiate - Imagine,2022 Dec 25 12:00:00 AM,In Person,1,"1,165",Asheville,NC,28806
3700372,A.C.E. Academy,2022 Dec 25 12:00:00 AM,In Person,1,402,Harrisburg,NC,28075
3700323,North East Carolina Preparatory School,2022 Dec 25 12:00:00 AM,In Person,1,980,Tarboro,NC,27886
3700324,Triangle Math and Science Academy,2022 Dec 25 12:00:00 AM,In Person,1,900,Cary,NC,27511
3700325,The College Preparatory and Leadership A,2022 Dec 25 12:00:00 AM,In Person,1,771,Jamestown,NC,27282
3700326,Research Triangle High School,2022 Dec 25 12:00:00 AM,In Person,1,561,Durham,NC,27709
3700330,Beaufort County Schools,2022 Dec 25 12:00:00 AM,In Person,14,"6,467",Washington,NC,27889
3700334,Uwharrie Charter Academy,2022 Dec 25 12:00:00 AM,In Person,1,"1,711",Asheboro,NC,27205
3700338,Oxford Preparatory School,2022 Dec 25 12:00:00 AM,In Person,1,507,Oxford,NC,27565
3700339,Eastside STREAM Academy,2022 Dec 25 12:00:00 AM,In Person,1,116,Charlotte,NC,28215
3700340,Douglass Academy,2022 Dec 25 12:00:00 AM,In Person,1,125,Wilmington,NC,28401
3700341,Willow Oak Montessori,2022 Dec 25 12:00:00 AM,In Person,1,216,Pittsboro,NC,27312
3700346,Southeastern Academy,2022 Dec 25 12:00:00 AM,In Person,1,218,Lumberton,NC,28358
3700349,Thomas Academy,2022 Dec 25 12:00:00 AM,In Person,1,86,Lake Waccamaw,NC,28450
3700354,The Expedition School,2022 Dec 25 12:00:00 AM,In Person,1,359,Hillsborough,NC,27278
3700356,Bradford Preparatory School,2022 Dec 25 12:00:00 AM,In Person,1,"1,445",Charlotte,NC,28262
3700358,Cardinal Charter,2022 Dec 25 12:00:00 AM,In Person,1,922,Cary,NC,27513
3700360,Bertie County Schools,2022 Dec 25 12:00:00 AM,In Person,7,"2,080",Asheboro,NC,27205
3703870,Richmond County Schools,2022 Dec 25 12:00:00 AM,In Person,15,"7,180",Hamlet,NC,28345
3703900,Roanoke Rapids City Schools,2022 Dec 25 12:00:00 AM,In Person,5,"2,888",Roanoke Rapids,NC,27870
3703930,Public Schools of Robeson County,2022 Dec 25 12:00:00 AM,In Person,36,"21,783",Lumberton,NC,28358
3703990,Rockingham County Schools,2022 Dec 25 12:00:00 AM,In Person,22,"11,669",Eden,NC,27288
3703060,Montgomery County Schools,2022 Dec 25 12:00:00 AM,In Person,11,"3,851",Troy,NC,27371
3703090,Moore County Schools,2022 Dec 25 12:00:00 AM,In Person,23,"12,897",Carthage,NC,28327
3703120,Mooresville Graded School District,2022 Dec 25 12:00:00 AM,In Person,9,"6,080",Mooresville,NC,28115
3703270,Nash County Public Schools,2022 Dec 25 12:00:00 AM,In Person,29,"15,237",Nashville,NC,27856
3703310,Craven County Schools,2022 Dec 25 12:00:00 AM,In Person,25,"13,410",New Bern,NC,28562
3703330,New Hanover County Schools,2022 Dec 25 12:00:00 AM,In Person,43,"25,938",Harvey,ND,58341
3809000,HATTON EIELSON 7,2022 Dec 25 12:00:00 AM,In Person,2,190,Hatton,ND,58240
3809410,HETTINGER 13,2022 Dec 25 12:00:00 AM,In Person,2,293,Hettinger,ND,58639
3809570,HILLSBORO 9,2022 Dec 25 12:00:00 AM,In Person,3,510,Hillsboro,ND,58045
3809810,HORSE CREEK 32,2022 Dec 25 12:00:00 AM,In Person,1,11,Cartwright,ND,58838
3810180,KENMARE 28,2022 Dec 25 12:00:00 AM,In Person,2,293,Kenmare,ND,58746
3810260,KENSAL 19,2022 Dec 25 12:00:00 AM,In Person,2,42,Kensal,ND,58455
3810270,KILLDEER 16,2022 Dec 25 12:00:00 AM,In Person,2,649,Killdeer,ND,58640
3810600,LAKOTA 66,2022 Dec 25 12:00:00 AM,In Person,2,171,Lakota,ND,58344
3810740,LAMOURE 8,2022 Dec 25 12:00:00 AM,In Person,3,285,LaMoure,ND,58458
3810810,LANGDON AREA 23,2022 Dec 25 12:00:00 AM,In Person,2,418,Langdon,ND,58249
3810980,LEEDS 6,2022 Dec 25 12:00:00 AM,In Person,2,133,Leeds,ND,58346
3811140,LIDGERWOOD 28,2022 Dec 25 12:00:00 AM,In Person,2,178,Lidgerwood,ND,58053
3811430,LISBON 19,2022 Dec 25 12:00:00 AM,In Person,3,604,Lisbon,ND,58054
3811540,LITTLE HEART 4,2022 Dec 25 12:00:00 AM,In Person,1,21,Saint Anthony,ND,58566
3901488,Imagine Environmental Science Academy,2022 Dec 25 12:00:00 AM,In Person,1,131,Toledo,OH,43608
3901490,Metro Early College High School,2022 Dec 25 12:00:00 AM,In Person,1,988,Columbus,OH,43210
3901502,Academy of Educational Excellence,2022 Dec 25 12:00:00 AM,In Person,1,113,Toledo,OH,43607
3901505,Village Preparatory School Woodland Hills,2022 Dec 25 12:00:00 AM,In Person,1,736,Cleveland,OH,44105
3901511,Main Preparatory Academy,2022 Dec 25 12:00:00 AM,In Person,1,161,Akron,OH,44301
3901535,Global Impact STEM Academy,2022 Dec 25 12:00:00 AM,In Person,1,665,Springfield,OH,45505
3901539,Albert Einstein Academy for Letters Arts and Sciences-Ohio,2022 Dec 25 12:00:00 AM,In Person,1,367,North Olmsted,OH,44070
3901550,Eastland Preparatory Academy,2022 Dec 25 12:00:00 AM,In Person,1,326,Columbus,OH,43232
3901565,Valley STEM+ME2 Academy,2022 Dec 25 12:00:00 AM,In Person,1,203,Canfield,OH,44406
3901577,Tri-State STEM+M Early College High School,2022 Dec 25 12:00:00 AM,In Person,1,72,South Point,OH,45680
3901582,Bridge Gate Community School,2022 Dec 25 12:00:00 AM,In Person,1,243,Columbus,OH,43228
3901593,United Preparatory Academy East,2022 Dec 25 12:00:00 AM,In Person,1,153,Columbus,OH,43205
3901602,AchievePoint Career Academy - Cincinnati,2022 Dec 25 12:00:00 AM,In Person,1,137,Cincinnati,OH,45238
3904348,Akron City,2022 Dec 25 12:00:00 AM,In Person,47,"21,298",Akron,OH,44308
3904349,Alliance City,2022 Dec 25 12:00:00 AM,In Person,5,"3,084",Alliance,OH,44601
3904350,Ashland City,2022 Dec 25 12:00:00 AM,In Person,5,"3,191",Ashland,OH,44805
3904351,Ashtabula Area City,2022 Dec 25 12:00:00 AM,In Person,7,"3,365",Ashtabula,OH,44004
3904352,Athens City,2022 Dec 25 12:00:00 AM,In Person,6,"2,526",Chauncey,OH,45719
3904353,Barberton City,2022 Dec 25 12:00:00 AM,In Person,5,"3,871",Barberton,OH,44203
3904354,Bay Village City,2022 Dec 25 12:00:00 AM,In Person,5,"2,507",Bay Village,OH,44140
3904452,North Olmsted City,2022 Dec 25 12:00:00 AM,In Person,8,"3,759",North Olmsted,OH,44070
3904453,North Ridgeville City,2022 Dec 25 12:00:00 AM,In Person,5,"4,477",North Ridgeville,OH,44039
3904454,North Royalton City,2022 Dec 25 12:00:00 AM,In Person,5,"4,080",North Royalton,OH,44133
3904455,Norton City,2022 Dec 25 12:00:00 AM,In Person,4,"2,524",Norton,OH,44203
3904456,Norwalk City,2022 Dec 25 12:00:00 AM,In Person,6,"2,749",Norwalk,OH,44857
3904457,Norwood City,2022 Dec 25 12:00:00 AM,In Person,5,"1,815",Norwood,OH,45212
3904458,Oakwood City,2022 Dec 25 12:00:00 AM,In Person,5,"2,110",Dayton,OH,45409
3904459,Oberlin City Schools,2022 Dec 25 12:00:00 AM,In Person,4,966,Oberlin,OH,44074
3904460,Oregon City,2022 Dec 25 12:00:00 AM,In Person,6,"3,522",Oregon,OH,43616
3904461,Orrville City,2022 Dec 25 12:00:00 AM,In Person,4,"1,674",Orrville,OH,44667
3904463,Parma City,2022 Dec 25 12:00:00 AM,In Person,15,"9,711",Parma,OH,44134
3904464,Piqua City,2022 Dec 25 12:00:00 AM,In Person,5,"3,261",Piqua,OH,45356
3904465,Port Clinton City,2022 Dec 25 12:00:00 AM,In Person,4,"1,643",Port Clinton,OH,43452
3904467,Princeton City,2022 Dec 25 12:00:00 AM,In Person,11,"6,089",Cincinnati,OH,45241
3904468,Ravenna City,2022 Dec 25 12:00:00 AM,In Person,6,"2,228",Ravenna,OH,44266
3904469,Reading Community City,2022 Dec 25 12:00:00 AM,In Person,4,"1,656",Reading,OH,45215
3904470,Rocky River City,2022 Dec 25 12:00:00 AM,In Person,5,"2,723",Rocky River,OH,44116
3904471,St Bernard-Elmwood Place City,2022 Dec 25 12:00:00 AM,In Person,3,904,Saint Bernard,OH,45217
3904472,St Marys City,2022 Dec 25 12:00:00 AM,In Person,4,"2,018",Saint Marys,OH,45885
3904474,Sandusky City,2022 Dec 25 12:00:00 AM,In Person,5,"3,224",Sandusky,OH,44870
3904590,Alexander Local,2022 Dec 25 12:00:00 AM,In Person,2,"1,456",Albany,OH,45710
3904591,Federal Hocking Local,2022 Dec 25 12:00:00 AM,In Person,4,"1,001",Stewart,OH,45778
3904592,Trimble Local,2022 Dec 25 12:00:00 AM,In Person,3,752,Glouster,OH,45732
3904597,Waynesfield-Goshen Local,2022 Dec 25 12:00:00 AM,In Person,2,499,Waynesfield,OH,45896
3904599,St Clairsville-Richland City,2022 Dec 25 12:00:00 AM,In Person,3,"1,737",Saint Clairsville,OH,43950
3904601,Union Local,2022 Dec 25 12:00:00 AM,In Person,3,"1,453",Belmont,OH,43718
3904603,Eastern Local School District,2022 Dec 25 12:00:00 AM,In Person,4,"1,223",Winchester,OH,45697
3904604,Fayetteville-Perry Local,2022 Dec 25 12:00:00 AM,In Person,3,808,Fayetteville,OH,45118
3904606,Western Brown Local,2022 Dec 25 12:00:00 AM,In Person,4,"2,784",Mount Orab,OH,45154
3904607,Ripley-Union-Lewis-Huntington Local,2022 Dec 25 12:00:00 AM,In Person,3,769,Ripley,OH,45167
3904609,Edgewood City,2022 Dec 25 12:00:00 AM,In Person,5,"3,816",Trenton,OH,45067
3904610,Fairfield City,2022 Dec 25 12:00:00 AM,In Person,10,"9,966",Fairfield,OH,45014
3904611,Lakota Local,2022 Dec 25 12:00:00 AM,In Person,20,"16,475",Liberty Township,OH,45011
3904614,Ross Local,2022 Dec 25 12:00:00 AM,In Person,4,"2,786",Hamilton,OH,45013
3904615,Talawanda City,2022 Dec 25 12:00:00 AM,In Person,5,"2,962",Oxford,OH,45056
3904617,Brown Local,2022 Dec 25 12:00:00 AM,In Person,3,616,Malvern,OH,44644
3904619,Graham Local,2022 Dec 25 12:00:00 AM,In Person,3,"1,762",Saint Paris,OH,43072
3904620,Triad Local,2022 Dec 25 12:00:00 AM,In Person,3,832,North Lewisburg,OH,43060
3904624,Tecumseh Local,2022 Dec 25 12:00:00 AM,In Person,5,"2,810",New Carlisle,OH,45344
3904625,Northeastern Local,2022 Dec 25 12:00:00 AM,In Person,7,"3,097",Springfield,OH,45502
3904590,Alexander Local,2022 Dec 25 12:00:00 AM,In Person,2,"1,456",Albany,OH,45710
3904591,Federal Hocking Local,2022 Dec 25 12:00:00 AM,In Person,4,"1,001",Stewart,OH,45778
3904592,Trimble Local,2022 Dec 25 12:00:00 AM,In Person,3,752,Glouster,OH,45732
3904597,Waynesfield-Goshen Local,2022 Dec 25 12:00:00 AM,In Person,2,499,Waynesfield,OH,45896
3904599,St Clairsville-Richland City,2022 Dec 25 12:00:00 AM,In Person,3,"1,737",Saint Clairsville,OH,43950
3904601,Union Local,2022 Dec 25 12:00:00 AM,In Person,3,"1,453",Belmont,OH,43718
3904603,Eastern Local School District,2022 Dec 25 12:00:00 AM,In Person,4,"1,223",Winchester,OH,45697
3904604,Fayetteville-Perry Local,2022 Dec 25 12:00:00 AM,In Person,3,808,Fayetteville,OH,45118
3904606,Western Brown Local,2022 Dec 25 12:00:00 AM,In Person,4,"2,784",Mount Orab,OH,45154
3904607,Ripley-Union-Lewis-Huntington Local,2022 Dec 25 12:00:00 AM,In Person,3,769,Ripley,OH,45167
3904609,Edgewood City,2022 Dec 25 12:00:00 AM,In Person,5,"3,816",Trenton,OH,45067
3904610,Fairfield City,2022 Dec 25 12:00:00 AM,In Person,10,"9,966",Fairfield,OH,45014
3904611,Lakota Local,2022 Dec 25 12:00:00 AM,In Person,20,"16,475",Liberty Township,OH,45011
3904614,Ross Local,2022 Dec 25 12:00:00 AM,In Person,4,"2,786",Hamilton,OH,45013
3904615,Talawanda City,2022 Dec 25 12:00:00 AM,In Person,5,"2,962",Oxford,OH,45056
3904617,Brown Local,2022 Dec 25 12:00:00 AM,In Person,3,616,Malvern,OH,44644
3904619,Graham Local,2022 Dec 25 12:00:00 AM,In Person,3,"1,762",Saint Paris,OH,43072
3904620,Triad Local,2022 Dec 25 12:00:00 AM,In Person,3,"1,635",South Amherst,OH,44001
3904817,Midview Local,2022 Dec 25 12:00:00 AM,In Person,6,"2,815",Grafton,OH,44044
3904820,Anthony Wayne Local,2022 Dec 25 12:00:00 AM,In Person,6,"4,298",Whitehouse,OH,43571
3904961,Green Local,2022 Dec 25 12:00:00 AM,In Person,4,557,Franklin Furnace,OH,45629
3904962,Minford Local,2022 Dec 25 12:00:00 AM,In Person,3,"1,300",Minford,OH,45653
3904964,Valley Local,2022 Dec 25 12:00:00 AM,In Person,3,"1,070",Lucasville,OH,45648
3904965,Washington-Nile Local,2022 Dec 25 12:00:00 AM,In Person,3,"1,412",West Portsmouth,OH,45663
3904966,Wheelersburg Local,2022 Dec 25 12:00:00 AM,In Person,3,"1,608",Wheelersburg,OH,45694
3904970,Hopewell-Loudon Local,2022 Dec 25 12:00:00 AM,In Person,2,865,BASCOM,OH,44809
3904976,Botkins Local,2022 Dec 25 12:00:00 AM,In Person,2,633,Botkins,OH,45306
3904977,Fairlawn Local,2022 Dec 25 12:00:00 AM,In Person,2,594,Sidney,OH,45365
3904978,Fort Loramie Local,2022 Dec 25 12:00:00 AM,In Person,2,767,Fort Loramie,OH,45845
3904979,Hardin-Houston Local,2022 Dec 25 12:00:00 AM,In Person,2,810,Houston,OH,45333
3904983,Canton Local,2022 Dec 25 12:00:00 AM,In Person,3,"2,015",Canton,OH,44707
3904985,Jackson Local,2022 Dec 25 12:00:00 AM,In Person,6,"5,809",Massillon,OH,44646
3904986,Lake Local,2022 Dec 25 12:00:00 AM,In Person,3,"3,419",Uniontown,OH,44685
3904987,Louisville City,2022 Dec 25 12:00:00 AM,In Person,4,"2,781",Louisville,OH,44641
3904988,Marlington Local,2022 Dec 25 12:00:00 AM,In Person,5,"2,095",Alliance,OH,44601
3904989,Minerva Local,2022 Dec 25 12:00:00 AM,In Person,3,"1,857",Minerva,OH,44657
3904991,Osnaburg Local,2022 Dec 25 12:00:00 AM,In Person,3,911,East Canton,OH,44730
3904992,Perry Local,2022 Dec 25 12:00:00 AM,In Person,8,"4,557",Massillon,OH,44646
3904993,Plain Local,2022 Dec 25 12:00:00 AM,In Person,9,"6,245",Canton,OH,44709
3904994,Sandy Valley Local,2022 Dec 25 12:00:00 AM,In Person,3,"1,325",Magnolia,OH,44643
4000772,SANKOFA MIDDLE SCHL (CHARTER),2022 Dec 25 12:00:00 AM,In Person,1,109,Tulsa,OK,74103
4000773,HARDING FINE ARTS (CHARTER),2022 Dec 25 12:00:00 AM,In Person,1,364,Oklahoma City,OK,73118
4000774,SCHL ARTS/SCI (CHARTER),2022 Dec 25 12:00:00 AM,In Person,2,451,Tulsa,OK,74127
4000775,HUPFELD/W VILLAGE (CHARTER),2022 Dec 25 12:00:00 AM,In Person,1,331,Oklahoma City,OK,73114
4000777,EPIC ONE ON ONE CHARTER SCHOOL,2022 Dec 25 12:00:00 AM,In Person,3,"17,106",OKC,OK,73118
4000782,GRAHAM-DUSTIN,2022 Dec 25 12:00:00 AM,In Person,3,169,Weleetka,OK,74880
4000783,ASTEC CHARTERS,2022 Dec 25 12:00:00 AM,In Person,3,"1,008",Oklahoma City,OK,73107
4000784,HARDING (CHARTER),2022 Dec 25 12:00:00 AM,In Person,1,459,Oklahoma City,OK,73131
4000787,JOHN W REX CHARTER ELEMENTARY,2022 Dec 25 12:00:00 AM,In Person,1,644,Oklahoma City,OK,73102
4000791,COLLEGE BOUND(CHARTER),2022 Dec 25 12:00:00 AM,In Person,1,471,Tulsa,OK,74129
4000792,HONOR ACADEMY(CHARTER),2022 Dec 25 12:00:00 AM,In Person,2,511,Tulsa,OK,74112
